,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1
2660,Tuscaloosa,SOUTHWIND OIL & GAS LLC,LA,RAPIDES,12/14/2021,H,AUS C RA SU80;CROWELL LM 30 H 002,Precision 109,OIL,MASTERS CREEK,AUSTIN CHALK,"23,590 ft",2021-11-17,17-079-20547,30.9480563 / -92.5158157,1600,2019-06-27,17,79,1960.0,1252.0,538.0,538.0,
2661,DJ Basin,"BLACK OAK EXPLORATION, LLC",KS,RAWLINS,12/14/2021,V,THRELKEL ET AL 1-23,Murfin 7,OIL,UNNAMED,LKC,"4,650 ft",2021-12-10,15-153-21275,39.7774491 / -101.2052717,400,2021-12-01,15,153,1961.0,1253.0,539.0,539.0,
2662,Permian - Midland,"BTA OIL PRODUCERS, LLC",TX,REAGAN,12/14/2021,H,COATES -B-MARATHON UNIT 2 2HU,Independence 206,OIL & GAS,SPRABERRY,TREND AREA,"7,650 ft",2021-11-20,42-383-41045,32.0733549 / -101.8656206,1500,2021-09-28,42,383,1962.0,1254.0,540.0,540.0,
2663,Permian - Midland,DISCOVERY NATURAL RESOURCES LLC,TX,REAGAN,12/14/2021,H,BALL AL06 2076NH,Savanna 802,OIL,SPRABERRY,TREND AREA,"8,500 ft",2021-11-29,42-383-41051,31.2035267 / -101.3391724, ,2021-10-21,42,383,1963.0,1255.0,541.0,541.0,
2664,Permian - Midland,"HIBERNIA RESOURCES III, LLC",TX,REAGAN,12/14/2021,H,TURNER B 2H,Cactus 167,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-11-25,42-383-41022,31.3709294 / -101.6979605,1800,2021-08-03,42,383,1964.0,1256.0,542.0,542.0,
2665,Permian - Midland,"HIBERNIA RESOURCES III, LLC",TX,REAGAN,12/14/2021,H,MARY ROSE D 4H,Ensign 786,OIL & GAS,SPRABERRY,TREND AREA,"10,500 ft",2021-12-13,42-383-40857,31.3447774 / -101.7735028,1500,2020-01-28,42,383,1965.0,1257.0,543.0,543.0,
2666,Permian - Midland,"HIBERNIA RESOURCES III, LLC",TX,REAGAN,12/14/2021,H,TURNER H 8H,Nabors X52,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-03,42-383-41028,31.3709789 / -101.6883431, ,2021-08-26,42,383,1966.0,1258.0,544.0,544.0,
2667,Permian - Midland,"MOONTOWER RESOURCES OP, LLC",TX,REAGAN,12/14/2021,H,PRINCE UB A1 1H,Latshaw 43,OIL & GAS,SPRABERRY,TREND AREA,"8,100 ft",2021-11-26,42-383-41052,31.3428846 / -101.5784255,1500,2021-10-21,42,383,1967.0,1259.0,545.0,545.0,
2668,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,12/14/2021,H,WAVLE-BURKITT 1205C 3H,Ensign T134,OIL & GAS,SPRABERRY,TREND AREA,"10,159 ft",2021-12-11,42-383-40957,31.3323426 / -101.6377831,1500,2021-03-16,42,383,1968.0,1260.0,546.0,546.0,
2669,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,12/14/2021,H,UNIVERSITY 1-32 26H,Ensign T133,OIL & GAS,SPRABERRY,TREND AREA,"9,500 ft",2021-12-01,42-383-41041,31.1604902 / -101.7653699,1500,2021-09-14,42,383,1969.0,1261.0,547.0,547.0,
2670,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,12/14/2021,H,UNIVERSITY E2-30D 104H,Patterson 804,OIL & GAS,SPRABERRY,"TREND AREA, TREND AREA) R 40 EXC","10,150 ft",2021-11-29,42-383-40767,31.282349 / -101.7671018,1500,2020-01-08,42,383,1970.0,1262.0,548.0,548.0,
2671,Permian - Midland,"RP OPERATING, L.L.C.",TX,REAGAN,12/14/2021,H,PAPAYA A 199-178 UB 1H,AKITA 516,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-11,42-383-41047,31.2050916 / -101.3893449,1500,2021-09-23,42,383,1971.0,1263.0,549.0,549.0,
2672,Permian - Midland,SEM OPERATING COMPANY LLC,TX,REAGAN,12/14/2021,H,UNIVERSITY 2-58 2505WC,Independence 307,OIL & GAS,LIN,WOLFCAMP,"10,000 ft",2021-12-06,42-383-41066,31.287032 / -101.6769,1500,2021-11-17,42,383,1972.0,1264.0,550.0,550.0,
2673,Haynesville,BPX OPERATING COMPANY,LA,RED RIVER,12/14/2021,H,HA RA SUS;MJR FAMLLC21-28-33HC 001-ALT,H&P 445,GAS,GAHAGAN,HA,"24,666 ft",2021-12-09,17-081-21733,32.0100509 / -93.3911577,1500,2021-08-23,17,81,1973.0,1265.0,551.0,551.0,
2674,Haynesville,"GEP HAYNESVILLE, LLC",LA,RED RIVER,12/14/2021,H,HA RA SU58;JIMMY GAY 16-9 HC 002-ALT,H&P 506,GAS,WOODARDVILLE,HAYNESVILLE,"21,500 ft",2021-11-06,17-081-21740,32.1936134 / -93.3914294,1500,2021-09-27,17,81,1974.0,1266.0,552.0,552.0,
2675,Haynesville,"GEP HAYNESVILLE, LLC",LA,RED RIVER,12/14/2021,H,HA RA SUAA;ROW PROP 9-16 HC 001-ALT,H&P 507,GAS,WOODARDVILLE,HAYNESVILLE,"21,500 ft",2021-11-16,17-081-21741,32.2163095 / -93.4002661,1500,2021-09-28,17,81,1975.0,1267.0,553.0,553.0,
2676,Haynesville,INDIGO MINERALS LLC,LA,RED RIVER,12/14/2021,H,HA RA SUSS;LGR 22&15&10-11-9HC 002-ALT,Independence 208,GAS,REDOAK LAKE,HAYNESVILLE, ,2021-10-21,17-081-21732,31.9141651 / -93.291503,1500,2021-08-17,17,81,1976.0,1268.0,554.0,554.0,
2677,Haynesville,VINE ENERGY OPERATING LP,LA,RED RIVER,12/14/2021,H,HA RA SUE;MONDELLO 29-32-5 HC 001-ALT,Cactus 141,GAS,REDOAK LAKE,HAYNESVILLE, ,2021-12-07,17-081-21736,31.9160791 / -93.301038,1500,2021-09-17,17,81,1977.0,1269.0,555.0,555.0,
2678,Permian - Delaware,ANADARKO E&P ONSHORE LLC,TX,REEVES,12/14/2021,H,VALKYRIE STATE 57-2-40 UNIT 14HA,H&P 266,OIL & GAS,PHANTOM,WOLFCAMP,"13,000 ft",2021-12-02,42-389-39638,31.7826706 / -103.9641439,1500,2021-10-05,42,389,1978.0,1270.0,556.0,556.0,
2679,Permian - Delaware,ANADARKO E&P ONSHORE LLC,TX,REEVES,12/14/2021,H,BONSAI 56-2-13-25 C 15H,Ensign 778,OIL & GAS,PHANTOM,WOLFCAMP,"13,000 ft",2021-12-03,42-389-39629,31.8497915 / -103.8162071,1500,2021-10-26,42,389,1979.0,1271.0,557.0,557.0,
2680,Permian - Delaware,BPX OPERATING COMPANY,TX,REEVES,12/14/2021,H,STATE AL OLSON 57-T2-6X43 I W109H,H&P 614,OIL & GAS,PHANTOM,WOLFCAMP,"11,722 ft",2021-12-07,42-389-39571,31.8696079 / -103.9940996,1500,2021-09-07,42,389,1980.0,1272.0,558.0,558.0,
2681,Permian - Delaware,BPX OPERATING COMPANY,TX,REEVES,12/14/2021,H,STATE AL OLSON 57-T2-6X43 2A B201H,Independence 212,OIL & GAS,SANDBAR,BONE SPRING,"10,262 ft",2021-12-06,42-389-39550,31.8705897 / -104.0047844,1500,2021-08-25,42,389,1981.0,1273.0,559.0,559.0,
2682,Permian - Delaware,"BTA OIL PRODUCERS, LLC",TX,REEVES,12/14/2021,H,LOG JAM 22111 19 5H,Patterson 282,OIL & GAS,PHANTOM,WOLFCAMP,"11,475 ft",2021-12-04,42-389-39560,31.696992 / -103.6966152,1500,2021-09-01,42,389,1982.0,1274.0,560.0,560.0,
2683,Permian - Delaware,"CENTENNIAL RESOURCE PROD, LLC",TX,REEVES,12/14/2021,H,POWDERED DONUT STATE E T 35H,H&P 296,OIL & GAS,PHANTOM,WOLFCAMP,"10,200 ft",2021-12-07,42-389-39667,31.4414467 / -103.620225,1500,2021-11-03,42,389,1983.0,1275.0,561.0,561.0,
2684,Permian - Delaware,CHEVRON U. S. A. INC.,TX,REEVES,12/14/2021,H,REV BX STATE T8-51-12 0072WC,Nabors X16,OIL & GAS,WOLFBONE,TREND AREA,"11,000 ft",2021-11-21,42-389-39541,31.1683068 / -103.3890187,1500,2021-08-17,42,389,1984.0,1276.0,562.0,562.0,
2685,Permian - Delaware,DIAMONDBACK E&P LLC,TX,REEVES,12/14/2021,H,WATCHMAN 30-26 A 1BS,Charger 201,OIL,HOEFS T-K,WOLFCAMP,"9,580 ft",2021-12-09,42-389-39615,31.1980066 / -103.185093,760,2021-09-13,42,389,1985.0,1277.0,563.0,563.0,
2686,Permian - Delaware,DIAMONDBACK E&P LLC,TX,REEVES,12/14/2021,H,THUNDERBALL STATE 4-67 UI 5WB,AKITA 523,OIL & GAS,PHANTOM,WOLFCAMP,"11,230 ft",2021-12-09,42-389-39579,31.6234549 / -103.6931752,1500,2021-09-08,42,389,1986.0,1278.0,564.0,564.0,
2687,Permian - Delaware,DIAMONDBACK E&P LLC,TX,REEVES,12/14/2021,H,THUNDERBALL STATE 4-67 UE 3WB,AKITA 525,OIL & GAS,PHANTOM,WOLFCAMP,"11,229 ft",2021-12-07,42-389-39575,31.6233748 / -103.6988649,1500,2021-09-07,42,389,1987.0,1279.0,565.0,565.0,
2688,Permian - Delaware,"EOG RESOURCES, INC.",TX,REEVES,12/14/2021,H,JAWS STATE UNIT 751H,Nabors 1208,OIL & GAS,PHANTOM,WOLFCAMP,"11,880 ft",2021-12-01,42-389-39581,31.4829163 / -103.8244552, ,2021-09-07,42,389,1988.0,1280.0,566.0,566.0,
2689,Permian - Delaware,"FORGE ENERGY OPERATING, LLC",TX,REEVES,12/14/2021,H,VERANCIA 50-26-27 UNIT 2 WA 2H,H&P 462,OIL & GAS,WOLFBONE,TREND AREA,"13,000 ft",2021-12-07,42-389-39611,31.2426907 / -103.2890013,1500,2021-09-10,42,389,1989.0,1281.0,567.0,567.0,
2690,Permian - Delaware,"PDC PERMIAN, INC.",TX,REEVES,12/14/2021,H,KENOSHA-KEYHOLE 4341 1U A 1H,H&P 629,OIL & GAS,PHANTOM,WOLFCAMP,"12,000 ft",2021-12-07,42-389-39605,31.4394957 / -103.5753123,1500,2021-09-09,42,389,1990.0,1282.0,568.0,568.0,
2691,Permian - Delaware,"PRI OPERATING, LLC",TX,REEVES,12/14/2021,H,MEERKAT STATE UNIT 17W61 61H,Precision 551,OIL & GAS,SANDBAR,BONE SPRING,"10,500 ft",2021-12-05,42-389-39604,31.3001643 / -103.1845451,1800,2021-09-10,42,389,1991.0,1283.0,569.0,569.0,
2692,Permian - Delaware,PRIMEXX OPERATING CORPORATION,TX,REEVES,12/14/2021,H,THE GREAT MILENKO UNIT 15-16 1UA,NorAm 26,OIL & GAS,"HOEFS T-K,WOLFBONE","TREND AREA, WOLFCAMP","13,000 ft",2021-12-02,42-389-39592,31.2036085 / -103.6102394,1800,2021-09-09,42,389,1992.0,1284.0,570.0,570.0,
2693,Permian - Delaware,PRIMEXX OPERATING CORPORATION,TX,REEVES,12/14/2021,H,THE GREAT MILENKO UNIT 15-16 10H,Citadel 6,OIL & GAS,"HOEFS T-K,WOLFBONE","TREND AREA, WOLFCAMP","13,000 ft",2021-11-30,42-389-39608,31.2062986 / -103.6102305, ,2021-09-09,42,389,1993.0,1285.0,571.0,571.0,
2694,Permian - Delaware,"RIO OIL AND GAS (PERMIAN) II,LLC",TX,REEVES,12/14/2021,H,HARRISON STATE UNIT 12-24-16 1H,Ensign 775,OIL & GAS,SANDBAR,BONE SPRING,"23,000 ft",2021-11-09,42-389-39654,31.6390203 / -103.7549248,1500,2021-10-27,42,389,1994.0,1286.0,572.0,572.0,
2695,Permian - Delaware,TALL CITY OPERATIONS III LLC,TX,REEVES,12/14/2021,H,BRUNELLA 181-182 UNIT W2 20H,H&P 653,OIL & GAS,"HOEFS T-K,WOLFBONE","TREND AREA, WOLFCAMP","16,000 ft",2021-12-07,42-389-39618,31.0874858 / -103.5990437,1500,2021-09-17,42,389,1995.0,1287.0,573.0,573.0,
2696,Permian - Delaware,TALL CITY OPERATIONS III LLC,TX,REEVES,12/14/2021,H,CONGER 185-184 UNIT D1 4H,H&P 644,OIL,HOEFS T-K,WOLFCAMP,"16,000 ft",2021-12-07,42-389-39614,31.1555785 / -103.5766295,1500,2021-09-10,42,389,1996.0,1288.0,574.0,574.0,
2697,Permian - Delaware,"UPCURVE ENERGY, LLC",TX,REEVES,12/14/2021,H,PASSMORE-JOHNSON STATE 1H,Precision 592,OIL & GAS,PHANTOM,WOLFCAMP,"12,000 ft",2021-11-27,42-389-39686,31.2906607 / -103.6847171,1800,2021-11-15,42,389,1997.0,1289.0,575.0,575.0,
2698,Gulf Coast,"T-C OIL COMPANY, LLC",TX,REFUGIO,12/14/2021,D,O'CONNOR-H-CLAY PAST-STATE UNIT 38,Coastal 16,OIL & GAS,"ANAQUA,WILDCAT", ,"6,500 ft",2021-11-26,42-391-33246,28.5402639 / -97.0529519,850,2021-10-21,42,391,1998.0,1290.0,576.0,576.0,
2699,Bakken,KRAKEN OPERATING LLC,MT,RICHLAND,12/14/2021,H,KAI 16-4 #2H,Nabors B22,OIL,WILDCAT RICHLAND,BAKKEN, ,2021-12-07,25-083-23394,47.9970131 / -104.107267,1500,2021-08-27,25,83,1999.0,1291.0,577.0,577.0,
2700,Piceance,CAERUS PICEANCE LLC,CO,RIO BLANCO,12/14/2021,D,ELU J14 FED 13D-14-496,H&P 330,GAS,GRAND VALLEY,WILLIAMS FORK,"12,188 ft",2021-12-03,05-103-12385,39.7007305 / -108.1364929,1500,2021-01-13,5,103,2000.0,1292.0,578.0,578.0,
2701,Eagleford,"COMSTOCK OIL & GAS, LLC",TX,ROBERTSON,12/14/2021,H,CIRCLE M ALLOC 1H,Nabors X07,GAS,BALD PRAIRIE,CV CONSOLIDATED,"17,000 ft",2021-11-15,42-395-32063,31.106323 / -96.3922054,1500,2021-10-21,42,395,2001.0,1293.0,579.0,579.0,
2702,Haynesville,SABINE OIL & GAS CORPORATION,TX,RUSK,12/14/2021,H,MILLER C-KANGERGA 1 (AW) 1H,Scan Spirit,GAS,MINDEN,COTTON VALLEY CONS.,"12,000 ft",2021-12-12,42-401-35466,32.0958872 / -94.7802759,1000,2021-11-04,42,401,2002.0,1294.0,580.0,580.0,
2703,Haynesville,"GEP HAYNESVILLE II, LLC",LA,SABINE,12/14/2021,H,HA RA SUQ;INDIGO MIN 27-34 HC 012-ALT,H&P 260,GAS,PLEASANT HILL,HAYNESVILLE,"23,600 ft",2021-12-07,17-085-22598,31.829968 / -93.5803253,1500,2021-10-12,17,85,2003.0,1295.0,581.0,581.0,
2704,Haynesville,INDIGO MINERALS LLC,LA,SABINE,12/14/2021,H,LBK 22&27&34-10-11 HC 003,Independence 322,GAS,GROGAN,NON UNITIZED HAYNESVILLE N, ,2021-10-09,17-085-22592,31.8316688 / -93.4831708,1500,2021-05-13,17,85,2004.0,1296.0,582.0,582.0,
2705,Haynesville,INDIGO MINERALS LLC,LA,SABINE,12/14/2021,H,BDWY 22&15-10-11 HC 002,Independence 303,GAS,GROGAN,NON UNITIZED HAYNESVILLE J,"25,000 ft",2021-11-05,17-085-22588,31.8308391 / -93.4841092,1500,2021-05-04,17,85,2005.0,1297.0,583.0,583.0,
2706,Haynesville,AETHON ENERGY OPERATING LLC,TX,SAN AUGUSTINE,12/14/2021,H,BSI HOKIES DU 3HB,Precision 577,GAS,CARTHAGE,HAYNESVILLE SHALE,"14,600 ft",2021-11-24,42-405-30739,31.3980978 / -94.2395282,1500,2021-09-03,42,405,2006.0,1298.0,584.0,584.0,
2707,Haynesville,AETHON ENERGY OPERATING LLC,TX,SAN AUGUSTINE,12/14/2021,H,POLO 2HB,Precision 554,GAS,CARTHAGE,HAYNESVILLE SHALE,"14,000 ft",2021-11-18,42-405-30733,31.5742063 / -94.0864539,1800,2021-07-23,42,405,2007.0,1299.0,585.0,585.0,
2708,Haynesville,AETHON ENERGY OPERATING LLC,TX,SAN AUGUSTINE,12/14/2021,H,SACAGAWEA 1H,Precision 573,GAS,CARTHAGE,HAYNESVILLE SHALE,"14,000 ft",2021-12-10,42-405-30734,31.5785909 / -94.1458798,1500,2021-09-20,42,405,2008.0,1300.0,586.0,586.0,
2709,Haynesville,"C6 OPERATING, L.L.C.",TX,SAN AUGUSTINE,12/14/2021,H,WILMA RICHARDS B 1H,Big E 6,GAS,CARTHAGE,HAYNESVILLE SHALE,"12,887 ft",2021-12-08,42-405-30745,31.5389135 / -94.0312143,1500,2021-10-26,42,405,2009.0,1301.0,587.0,587.0,
2710,San Juan,"TACITUS, LLC",NM,SAN JUAN,12/14/2021,V,NAVAJO TRIBAL U 12A,Aztec 1099,OIL,WC,DEVONIAN,"7,030 ft",2021-11-23,30-045-38205,36.4752262 / -108.7662846,1100,2021-11-05,30,45,2010.0,1302.0,588.0,588.0,
2711,San Juan,"ENDURING RESOURCES, LLC",NM,SANDOVAL,12/14/2021,H,S ESCAVADA UNIT 350H,Ensign 773,GAS,RUSTY GALLUP,GALLUP,"11,733 ft",2021-12-13,30-043-21318,36.1084557 / -107.5550151,1500,2018-07-20,30,43,2011.0,1303.0,589.0,589.0,
2712,San Juan,"EOG RESOURCES, INC.",NM,SANDOVAL,12/14/2021,H,BULLITT 06 FED 605H,Aztec 1000,OIL,WC 21N4W6,GALLUP,"10,617 ft",2021-12-09,30-043-21354,36.0736471 / -107.3040827,1500,2020-12-28,30,43,2012.0,1304.0,590.0,590.0,
2713,Permian - Midland,FOSSIL PETROLEUM LLC,TX,SCHLEICHER,12/14/2021,V,WALLACE 68 1,Blue Line 6,OIL & GAS,"NEVA, WEST,ROSE,WILDCAT","CANYON, STRAWN, WOLFCAMP","7,500 ft",2021-11-29,42-413-33024,30.9786703 / -100.5694461,500,2021-10-14,42,413,2013.0,1305.0,591.0,591.0,
2714,Anadarko,"JOE GERSTNER OIL, LLC",KS,SCOTT,12/14/2021,V,WILLARD 1,Murfin 102,OIL,KEYSTONE,"LKC, MARMATON","4,700 ft",2021-12-06,15-171-21282,38.4712408 / -100.7976047,600,2021-11-30,15,171,2014.0,1306.0,592.0,592.0,
2715,Anadarko,"STELBAR OIL CORPORATION, INC.",KS,SCOTT,12/14/2021,V,WIECHMAN 1-13,Sterling 4,OIL,UNNAMED,"LANSING, MARMATON, MORROW","4,800 ft",2021-12-07,15-171-21281,38.3783011 / -100.908909,450,2021-11-23,15,171,2015.0,1307.0,593.0,593.0,
2716,Permian - Midland,"CARR RESOURCES, INC.",TX,SCURRY,12/14/2021,H,KUBENA 158 UNIT 2H,Scan Discoverer,OIL & GAS,"GARDEN CITY, S.",WOLFCAMP,"9,000 ft",2021-12-10,42-415-35638,32.6150475 / -100.7452316,1500, ,42,415,2016.0,1308.0,594.0,594.0,
2717,Permian - Midland,KINDER MORGAN PRODUCTION CO LLC,TX,SCURRY,12/14/2021,D,SACROC UNIT 146-9,AKITA 521,INJECTION,KELLY-SNYDER, ,"7,800 ft",2021-12-12,42-415-35622,32.7624375 / -100.9691833,1500,2021-11-04,42,415,2017.0,1309.0,595.0,595.0,
2718,Anadarko,PANTERA ENERGY COMPANY,TX,SHERMAN,12/14/2021,V,"FOREMAN, A.D. 3446",Quest 211,GAS,TEXAS HUGOTON,TEXAS HUGOTON,"3,500 ft",2021-12-08,42-421-31258,36.1118973 / -101.9274195,400,2020-03-17,42,421,2018.0,1310.0,596.0,596.0,
2719,,EQT,,SOMERSET,12/14/2021,,STATE GAME LANDS 592207,Fountain Quail 8,UNKNOWN, , , ,2021-12-13, ,39.9724503 / -79.0282898,760, ,0,0,2019.0,1311.0,597.0,597.0,
2720,Gulf Coast,"WHITNEY OIL & GAS, LLC",LA,SOUTH PASS OFFSHORE,12/14/2021,D,SL 1008 138,Coastal 21,OIL,SOUTH PASS BLOCK 24,U8,"11,918 ft",2021-11-05,17-721-20548,29.0484388 / -89.3048898,3000,2021-08-20,17,721,2020.0,1312.0,598.0,598.0,
2721,Tuscaloosa,"EXCALIBUR OPERATING, LLC",LA,ST. MARTIN,12/14/2021,D,SMEDES BROS 024,Justiss 60,OIL,ST MARTINVILLE,SIPH,"9,200 ft",2021-12-03,17-099-21630,30.1134941 / -91.8556088,700,2021-11-04,17,99,2021.0,1313.0,599.0,599.0,
2722,Sedgwick,EDISON OPERATING COMPANY LLC,KS,STAFFORD,12/14/2021,V,SPACKLER 1-25,Southwind 1,OIL,UNNAMED,"ARBUCKLE, VIOLA","4,300 ft",2021-12-06,15-185-24100,37.9399072 / -98.7074267,400,2021-11-23,15,185,2022.0,1314.0,600.0,600.0,
2723,Gulf Coast,"KILLAM OIL CO., LTD.",TX,STARR,12/14/2021,V,"HALL, J. F. STATE -A- 22",Wisco Moran 7,OIL & GAS,"RINCON, N.",VICKSBURG CONS.,"10,000 ft",2021-12-05,42-427-34794,26.6186701 / -98.5111159,750,2021-09-08,42,427,2023.0,1315.0,601.0,601.0,
2724,Gulf Coast,MORTIMER PRODUCTION COMPANY,TX,STARR,12/14/2021,V,GUTIERREZ 1A,Price 3,OIL & GAS,PEDERNAL,"CROCKETT, QUEEN CITY","4,800 ft",2021-12-03,42-427-34795,26.6581507 / -98.9850102,400,2021-09-15,42,427,2024.0,1316.0,602.0,602.0,
2725,Anadarko,CHEYENNE PETROLEUM COMPANY,OK,STEPHENS,12/14/2021,H,CASSIE ARMOUR 17-20 S1H,H&P 432,OIL & GAS, ,MISSISSIPPIAN,"19,765 ft",2021-12-07,35-137-27636,34.4789546 / -97.6456833,1500,2021-10-20,35,137,2025.0,1317.0,603.0,603.0,
2726,Barnett,TACOR RESOURCES INC,TX,STONEWALL,12/14/2021,V,JEFF SMITH 2,Blue Line 3,OIL,GUEST,CANYON SAND,"5,100 ft",2021-12-09,42-433-34224,33.4566414 / -100.3117633,400,2021-10-13,42,433,2026.0,1318.0,604.0,604.0,
2727,Green River,JONAH ENERGY LLC,WY,SUBLETTE,12/14/2021,H,WILDHORSE 04-500H,Ensign 157,GAS,JONAH,LANCE,"22,421 ft",2021-11-28,49-035-31250,42.4924676 / -109.666231,1500,2021-01-28,49,35,2027.0,1319.0,605.0,605.0,
2728,Green River,JONAH ENERGY LLC,WY,SUBLETTE,12/14/2021,V,RAIN 312-05-500H,Ensign 147,GAS,JONAH,LANCE,"10,550 ft",2021-11-10,49-035-31193,42.5095068 / -109.7324161, ,2020-09-30,49,35,2028.0,1320.0,606.0,606.0,
2729,Northeast,CHESAPEAKE APPALACHIA LLC,PA,SULLIVAN,12/14/2021,H,MANNING 1H,Patterson 583,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"18,070 ft",2021-12-04,37-113-20437,41.5336714 / -76.3303333,1500,2021-10-09,37,113,2029.0,1321.0,607.0,607.0,
2730,Northeast,CHIEF OIL & GAS LLC,PA,SULLIVAN,12/14/2021,H,NELSON B NORTH 3HX,Precision 569,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"19,665 ft",2021-12-09,37-113-20445,41.5600455 / -76.4852071,1500,2021-06-16,37,113,2030.0,1322.0,608.0,608.0,
2731,Northeast,CABOT OIL & GAS CORP,PA,SUSQUEHANNA,12/14/2021,H,DOBROSIELSKI S 010,Nabors X13,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"17,441 ft",2021-12-13,37-115-22867,41.689519 / -75.9882299,1500,2021-08-09,37,115,2031.0,1323.0,609.0,609.0,
2732,Northeast,CABOT OIL & GAS CORP,PA,SUSQUEHANNA,12/14/2021,H,GEIGER K 002,Nabors X36,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"22,532 ft",2021-12-07,37-115-22888,41.8016591 / -75.844849,1500,2021-08-27,37,115,2032.0,1324.0,610.0,610.0,
2733,Northeast,"SWN PRODUCTION COMPANY, LLC",PA,SUSQUEHANNA,12/14/2021,H,SHELDON 2H,SWN Drilling 43,GAS,MARCELLUS SHALE,MARCELLUS SHALE, ,2021-12-09,37-115-22892,41.9007418 / -75.575535,1500,2021-09-20,37,115,2033.0,1325.0,611.0,611.0,
2734,Barnett,"TEP BARNETT USA, LLC",TX,TARRANT,12/14/2021,H,DIAMOND LYNCH MIPA 3H,Ensign T129,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-12-01,42-439-37198,32.8131259 / -97.2503758,1500,2020-08-04,42,439,2034.0,1326.0,612.0,612.0,
2735,Barnett,"TEP BARNETT USA, LLC",TX,TARRANT,12/14/2021,H,MOUNT TABOR MIPA UNIT 3H,Ensign T130,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-12-12,42-439-37186,32.7156092 / -97.2493568,1500,2020-07-31,42,439,2035.0,1327.0,613.0,613.0,
2736,DJ Basin,"BRITO OIL COMPANY, INC.",KS,THOMAS,12/14/2021,V,STEINLE 1-8,LD Drilling 1,OIL,UNNAMED,"CHEROKEE, LANSING, MARMATON","4,700 ft",2021-11-27,15-193-21096,39.2908645 / -100.9128054,1000,2021-10-07,15,193,2036.0,1328.0,614.0,614.0,
2737,DJ Basin,"PIONEER OIL COMPANY, INC.",KS,THOMAS,12/14/2021,V,DEPE 11-1,Duke 4,OIL,ROLLING THUNDER,MISSISSIPPIAN,"1,880 ft",2021-12-06,15-193-21090,39.4711264 / -100.8449871,465,2021-09-03,15,193,2037.0,1329.0,615.0,615.0,
2738,Northeast,FORTUNA ENERGY INC,PA,TIOGA,12/14/2021,H,DCNR 587 (02-003-13) 13H,Precision 572,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"15,376 ft",2021-12-04,37-117-22104,41.7032613 / -76.9475449,1500,2021-06-03,37,117,2038.0,1330.0,616.0,616.0,
2739,Northeast,"REPSOL OIL & GAS USA, LLC",PA,TIOGA,12/14/2021,H,JOHNSON (02-135-12) K 12H,H&P 611,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"13,592 ft",2021-12-07,37-117-22121,41.6515158 / -77.0648004,1500,2021-08-17,37,117,2039.0,1331.0,617.0,617.0,
2740,Northeast,SENECA RESOURCES COMPANY LLC,PA,TIOGA,12/14/2021,H,CRUTTENDEN 846 39HU 53612,Patterson 801,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"20,636 ft",2021-12-02,37-117-22130,41.8641588 / -77.312398,1500,2021-08-27,37,117,2040.0,1332.0,618.0,618.0,
2741,Northeast,ANTERO RESOURCES CORPORATION,WV,TYLER,12/14/2021,H,PURPLE UNIT 1H PURPLE UNIT 1H,H&P 317,UNKNOWN, ,MARCELLUS SHALE, ,2021-12-09,47-095-02758,39.5280201 / -80.7928521,1500,2021-09-20,47,95,2041.0,1333.0,619.0,619.0,
2742,Northeast,"JAY-BEE OIL & GAS, INC.",WV,TYLER,12/14/2021,H,DOC 4  ,Precision 823,UNKNOWN, ,MARCELLUS SHALE, ,2021-12-04,47-095-02622,39.449255 / -80.7682182,1200,2019-07-09,47,95,2042.0,1334.0,620.0,620.0,
2743,Austin Chalk,"NAVIDAD OPERATING COMPANY, LLC",TX,TYLER,12/14/2021,H,NAVIDAD-MERRITT 1H,Big E 5,OIL & GAS,BROOKELAND,AUSTIN CHALK,"14,000 ft",2021-09-18,42-457-30904,30.7763564 / -94.2989514,1500,2021-07-26,42,457,2043.0,1335.0,621.0,621.0,
