,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
2082,Northeast,RANGE RESOURCES APPALACHIA LLC,PA,WASHINGTON,12/14/2021,H,BURNSWORTH S & T UNIT 16H,Pioneer 76,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"16,082 ft",2021-12-13,37-125-28887,40.0440964 / -80.1617483,1500,2021-07-29,37,125,1374.0,660.0,660.0,
2083,Northeast,RANGE RESOURCES APPALACHIA LLC,PA,WASHINGTON,12/14/2021,H,MOWL CHARLES 11760 4H,Pioneer 78,GAS,MARCELLUS SHALE,MARCELLUS SHALE, ,2021-12-05,37-125-28871,40.1153207 / -80.1904422,1500,2021-06-17,37,125,1375.0,661.0,661.0,
2084,Eagleford,"AGERON IRONROC ENERGY, LLC",TX,WEBB,12/14/2021,H,AI SAN ROMAN 102H,Ensign T139,GAS,HAWKVILLE,"AUSTIN CHALK, EAGLEFORD SHALE","12,100 ft",2021-11-28,42-479-44506,27.9480775 / -99.3852484,1500,2021-10-11,42,479,1376.0,662.0,662.0,
2085,Eagleford,"EOG RESOURCES, INC.",TX,WEBB,12/14/2021,H,G-B MINERALS 11H,H&P 254,GAS,HAWKVILLE,EAGLEFORD SHALE,"14,700 ft",2021-11-30,42-479-44489,27.7820068 / -99.4141435,1500,2021-08-30,42,479,1377.0,663.0,663.0,
2086,Eagleford,"EOG RESOURCES, INC.",TX,WEBB,12/14/2021,H,LUNA PSA 100H,H&P 247,GAS,HAWKVILLE,EAGLEFORD SHALE,"13,400 ft",2021-12-01,42-479-44513,28.0193111 / -99.3389412,1500,2021-11-10,42,479,1378.0,664.0,664.0,
2087,Eagleford,"HEADINGTON ENERGY PARTNERS, LLC",TX,WEBB,12/14/2021,H,MILAGROS 4H,Nabors X51,GAS,HAWKVILLE,AUSTIN CHALK,"13,000 ft",2021-12-11,42-479-44503,27.7478493 / -99.4998692, ,2021-10-14,42,479,1379.0,665.0,665.0,
2088,Eagleford,"LAREDO ENERGY OPERATING, LLC",TX,WEBB,12/14/2021,H,ELLEN C. 120H,H&P 431,GAS,HAWKVILLE,EAGLEFORD SHALE,"14,000 ft",2021-12-07,42-479-44498,27.716613 / -99.5433248,1500,2021-10-06,42,479,1380.0,666.0,666.0,
2089,Eagleford,"PURSUIT OIL & GAS STX, LLC",TX,WEBB,12/14/2021,H,QUICK RANCH B 3H,Ensign T103,GAS,HAWKVILLE,EAGLEFORD SHALE,"11,750 ft",2021-12-11,42-479-44433,28.0012385 / -99.4311661,1496,2021-07-08,42,479,1381.0,667.0,667.0,
2090,Eagleford,"RIO GRANDE E&P, LLC",TX,WEBB,12/14/2021,H,STATE OF TEXAS RAFTER O UNIT A 1H,H&P 526,GAS,HAWKVILLE,EAGLEFORD SHALE,"14,000 ft",2021-12-07,42-479-44499,27.8560066 / -99.485321,1500,2021-10-06,42,479,1382.0,668.0,668.0,
2091,Eagleford,SILVER HILL ENERGY OPERATING LLC,TX,WEBB,12/14/2021,H,STATE MARY 4H,Nabors X37,GAS,HAWKVILLE,EAGLEFORD SHALE,"12,500 ft",2021-11-20,42-479-44507,27.9077707 / -99.3568479,1500,2021-10-13,42,479,1383.0,669.0,669.0,
2092,Eagleford,SM ENERGY COMPANY,TX,WEBB,12/14/2021,H,BRISCOE G 1098H,Ensign T106,OIL & GAS,LORENZO,AUSTIN CHALK,"8,000 ft",2021-12-03,42-479-44525,28.1502787 / -99.8927273,1499,2021-11-02,42,479,1384.0,670.0,670.0,
2093,DJ Basin,BAYSWATER EXPLORATION & PRODUCTION LLC,CO,WELD,12/14/2021,H,BLEHM 9,Ensign 153,OIL,WATTENBERG,NIOBRARA,"17,603 ft",2021-12-13,05-123-51617,40.5746218 / -104.8264476,1500,2021-11-19,5,123,1385.0,671.0,671.0,
2094,DJ Basin,BONANZA CREEK ENERGY OPERATING COMPANY LLC,CO,WELD,12/14/2021,H,PRONGHORN FEDERAL A-E-31HNB,Patterson 345,OIL,WATTENBERG,NIOBRARA,"11,669 ft",2021-12-12,05-123-51324,40.37031 / -104.25935,1500,2020-11-10,5,123,1386.0,672.0,672.0,
2095,DJ Basin,EXTRACTION OIL & GAS INC,CO,WELD,12/14/2021,H,VIC EAST 21E-20-08N,Ensign 140,OIL,WATTENBERG,NIOBRARA,"17,147 ft",2021-12-13,05-123-50537,40.5615449 / -104.909086,1500,2021-10-05,5,123,1387.0,673.0,673.0,
2096,DJ Basin,GREAT WESTERN OPERATING COMPANY LLC,CO,WELD,12/14/2021,H,RAINDANCE FC 26-192HC,Precision 460,OIL,WATTENBERG,CODELL,"19,614 ft",2021-12-02,05-123-45297,40.4627566 / -104.927568,1200,2021-09-02,5,123,1388.0,674.0,674.0,
2097,DJ Basin,KERR MCGEE OIL & GAS ONSHORE LP,CO,WELD,12/14/2021,H,SBJ 13-8HZ,Precision 461,OIL,WATTENBERG,CODELL,"21,304 ft",2021-12-07,05-123-51602,40.3148192 / -104.9568211,1200,2021-09-17,5,123,1389.0,675.0,675.0,
2098,DJ Basin,NOBLE ENERGY INC,CO,WELD,12/14/2021,H,ROTH A31-740,H&P 517,OIL,WATTENBERG,NIOBRARA,"16,957 ft",2021-12-07,05-123-51063,40.2610409 / -104.5148277,1500,2020-05-29,5,123,1390.0,676.0,676.0,
2099,DJ Basin,"PDC ENERGY, INC",CO,WELD,12/14/2021,,WAYNE 01N,Ensign 142,UNKNOWN, , , ,2021-12-10,05-123-45980,40.3825417 / -104.5282364, , ,5,123,1391.0,677.0,677.0,
2100,DJ Basin,VERDAD RESOURCES LLC,CO,WELD,12/14/2021,H,COUNTY LINE 3112-04H,Precision 464,OIL,WATTENBERG,NIOBRARA,"17,643 ft",2021-12-07,05-123-51181,40.0014019 / -104.7047049, ,2020-08-19,5,123,1392.0,678.0,678.0,
2101,Northeast,ANTERO RESOURCES CORPORATION,WV,WETZEL,12/14/2021,H,GRIBBEN UNIT 1H  ,H&P 519,UNKNOWN, ,MARCELLUS SHALE, ,2021-11-30,47-103-03426,39.5265156 / -80.7244236,1500,2021-08-23,47,103,1393.0,679.0,679.0,
2102,Northeast,ANTERO RESOURCES CORPORATION,WV,WETZEL,12/14/2021,H,GRIBBEN UNIT 1H  ,H&P 519,UNKNOWN, ,MARCELLUS SHALE, ,2021-11-30,47-103-03426,39.5265156 / -80.7244236,1500,2021-08-23,47,103,1394.0,680.0,680.0,
2103,Northeast,EQT PRODUCTION COMPANY,WV,WETZEL,12/14/2021,H,BIG464 9H BIG464 9H,Falcon 25,UNKNOWN, , , ,2021-11-29,47-103-03435,39.5676272 / -80.5164061,850,2021-08-10,47,103,1395.0,681.0,681.0,
2104,Northeast,EQT PRODUCTION COMPANY,WV,WETZEL,12/14/2021,H,BIG464 9H BIG464 9H,Falcon 25,UNKNOWN, , , ,2021-11-29,47-103-03435,39.5676272 / -80.5164061,850,2021-08-10,47,103,1396.0,682.0,682.0,
2105,,CITATION OIL & GAS CORP,,WHITE,12/14/2021,,WE COX 11,George Mitchell 14,UNKNOWN, , , ,2021-12-03, ,38.1572952 / -87.9758835,500, ,0,0,1397.0,683.0,683.0,
2106,Bakken,"BOWLINE ENERGY, LLC",ND,WILLIAMS,12/14/2021,H,MISSOURI W 152-103-4-9-7H,Cyclone 35,OIL & GAS,EIGHTMILE,BAKKEN,"21,686 ft",2021-11-30,33-105-05566,48.0205336 / -103.8801146,1500,2020-11-02,33,105,1398.0,684.0,684.0,
2107,Bakken,"CONTINENTAL RESOURCES, INC.",ND,WILLIAMS,12/14/2021,H,LCU RALPH 10-27H1X,H&P 456,UNKNOWN,LONG CREEK, , ,2021-11-24,33-105-05684,48.0579704 / -103.399737,1500,2021-11-17,33,105,1399.0,685.0,685.0,
2108,Bakken,"CONTINENTAL RESOURCES, INC.",ND,WILLIAMS,12/14/2021,H,SPRINGFIELD FIU 7-8H,Patterson 276,CONFIDENTIAL,BROOKLYN, , ,2021-12-08,33-105-05622,48.2545489 / -103.310989,1500,2021-06-10,33,105,1400.0,686.0,686.0,
2109,Bakken,"CONTINENTAL RESOURCES, INC.",ND,WILLIAMS,12/14/2021,H,LCU RALPH FEDERAL 2-27H,H&P 492,CONFIDENTIAL,LONG CREEK, , ,2021-12-07,33-105-05352,48.05686 / -103.4058523,1500,2019-09-25,33,105,1401.0,687.0,687.0,
2110,Bakken,"CONTINENTAL RESOURCES, INC.",ND,WILLIAMS,12/14/2021,H,ROLF FEDERAL 9-17H,Patterson 901,CONFIDENTIAL,BROOKLYN, , ,2021-12-08,33-105-05613,48.2545337 / -103.3084788,1500,2021-05-04,33,105,1402.0,688.0,688.0,
2111,Bakken,"CONTINENTAL RESOURCES, INC.",ND,WILLIAMS,12/14/2021,H,LCU RECKITT FEDERAL 2-22H,Advanced Energy 4,CONFIDENTIAL,LONG CREEK, , ,2021-12-12,33-105-05347,48.0562378 / -103.4057353,400,2019-09-25,33,105,1403.0,689.0,689.0,
2112,Bakken,CRESCENT POINT ENERGY U.S. CORP.,ND,WILLIAMS,12/14/2021,H,CPEUSC PANKAKE 6-6-7-157N-99W-MBH,Nabors B21,UNKNOWN,DUBLIN, , ,2021-12-11,33-105-05663,48.4613753 / -103.5261274,1500,2021-09-10,33,105,1404.0,690.0,690.0,
2113,Bakken,"HESS BAKKEN INVESTMENTS II, LLC",ND,WILLIAMS,12/14/2021,H,BL-S RAMBERG-LS- 155-95-0601H-1,Nabors X27,OIL & GAS,BEAVER LODGE,BAKKEN,"20,073 ft",2021-12-04,33-105-05235,48.2739695 / -102.9379953,1500,2019-06-26,33,105,1405.0,691.0,691.0,
2114,Bakken,WHITING OIL AND GAS CORPORATION,ND,WILLIAMS,12/14/2021,H,MARLYS OLSON 31-1H,Patterson 806,OIL & GAS,DOLLAR JOE,BAKKEN,"20,701 ft",2021-12-10,33-105-05661,48.2835136 / -103.0947687,1500,2021-09-07,33,105,1406.0,692.0,692.0,
2115,Eagleford,"RECOIL RESOURCES OPERATING, INC.",TX,WILSON,12/14/2021,H,ZAIONTZ-SHIRLEY ZAIONTZ A 101H,Ensign T120,OIL & GAS,EAGLEVILLE,EAGLE FORD-1,"8,000 ft",2021-12-07,42-493-32917,29.0726602 / -98.0097126,1500,2021-11-03,42,493,1407.0,693.0,693.0,
2116,Permian - Delaware,"BLACKBEARD OPERATING, LLC",TX,WINKLER,12/14/2021,V,SEALY-SMITH FOUNDATION 'B' 530,Savanna 415,OIL,"MONAHANS, NORTH",CLEARFORK,"9,000 ft",2021-12-06,42-495-34672,31.71993 / -102.967282,650,2021-11-10,42,495,1408.0,694.0,694.0,
2117,Permian - Delaware,"BLACKBEARD OPERATING, LLC",TX,WINKLER,12/14/2021,H,SSF B 303H,Robinson 3,OIL,"MONAHANS, NORTH",CLEARFORK,"9,000 ft",2021-10-16,42-495-34650,31.7229317 / -102.9639648,1000,2021-10-07,42,495,1409.0,695.0,695.0,
2118,Permian - Delaware,"PERCUSSION PETROLEUM OPER II,LLC",TX,WINKLER,12/14/2021,H,UL GILLETTE EAST 20-37-36 A002H,Scan Texas,OIL & GAS,PHANTOM,WOLFCAMP,"12,500 ft",2021-12-09,42-495-34627,31.6778908 / -103.2570865,1500,2021-07-29,42,495,1410.0,696.0,696.0,
2119,Permian - Delaware,"SADDLEBACK EXPLORATION, LLC",TX,WINKLER,12/14/2021,V,WHITING 8 1H,Ensign T436,OIL & GAS,"KEYSTONE,WILDCAT",WOLFCAMP,"8,500 ft",2021-11-27,42-495-34644,31.9184215 / -102.9816756,850,2021-09-27,42,495,1411.0,697.0,697.0,
2120,Barnett,SAGE NATURAL RESOURCES LLC,TX,WISE,12/14/2021,V,GAGE 3,Latshaw 14,INJECTION,"NEWARK, EAST",BARNETT SHALE,"12,500 ft",2021-12-05,42-497-38039,33.3810352 / -97.4359096,1000,2021-09-21,42,497,1412.0,698.0,698.0,
2121,Haynesville,"STRAND ENERGY, L.C.",TX,WOOD,12/14/2021,V,RAY 1,Nicklos 1,OIL & GAS,WILDCAT, ,"9,900 ft",2021-11-19,42-499-32195,32.6058494 / -95.3124867,750,2021-10-21,42,499,1413.0,699.0,699.0,
2122,Northeast,CHESAPEAKE APPALACHIA LLC,PA,WYOMING,12/14/2021,H,MCDONOUGH 23HC,Patterson 582,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"20,076 ft",2021-12-06,37-131-20639,41.6416776 / -76.0154847,1500,2021-07-12,37,131,1414.0,700.0,700.0,
2123,Permian - Midland,"BURK ROYALTY CO., LTD.",TX,YOAKUM,12/14/2021,H,BILLINGS 1H,Norton 4,OIL,PLATANG,SAN ANDRES,"6,000 ft",2021-11-30,42-501-37237,33.0407653 / -102.8880387,650,2019-11-20,42,501,1415.0,701.0,701.0,
2124,Permian - Midland,E R OPERATING COMPANY,TX,YOAKUM,12/14/2021,H,RR-BRENNAND POOLED UNIT 2482H,Norton 6,OIL,PLATANG,SAN ANDRES,"5,400 ft",2021-11-27,42-501-37354,33.2895446 / -102.8776243,650,2021-11-17,42,501,1416.0,702.0,702.0,
2125,DJ Basin,CRESTONE PEAK RESOURCES OPERATING LLC,CO,ADAMS,11/22/2021,H,CROW 3-64 29-30-25 3BH,Ensign 122,OIL,WILDCAT,NIOBRARA,"23,499 ft",2021-11-17,05-001-10405,39.7576386 / -104.5659077,630,2021-11-15,5,1,1417.0,703.0,0.0,0.0
2126,DJ Basin,GREAT WESTERN OPERATING COMPANY LLC,CO,ADAMS,11/22/2021,H,SELTZER LD 21-037HN,Precision 462,OIL,WATTENBERG,NIOBRARA,"23,925 ft",2021-11-09,05-001-09959,39.99936 / -104.892421,1200,2018-09-25,5,1,1418.0,704.0,1.0,1.0
2127,Offshore,SHELL OFFSHORE INC.,GOM,ALAMINOS CANYON,11/22/2021,U,G36102 001,TO Deepwater Poseidon,UNKNOWN, , , ,2021-09-27,60-805-40097,26.6515176 / -94.5334049, ,2021-09-13,60,805,1419.0,705.0,2.0,2.0
2128,Offshore,SHELL OFFSHORE INC.,GOM,ALAMINOS CANYON,11/22/2021,D,GA021  ,H&P 205,OIL & GAS,GREAT WHITE, , ,2021-10-21,60-805-40058,26.1290783 / -94.8983475,2000,2021-10-21,60,805,1420.0,706.0,3.0,3.0
2129,Mississippi,"STATE LINE EXPLORATION, LLC",MS,AMITE,11/22/2021,V,REESE 11 1H,RAPAD 41,OIL,PEARL RIVER,PEARL RIVER,"12,500 ft",2021-11-14,23-005-21210,31.0656548 / -91.0477175,2000,2021-10-21,23,5,1421.0,707.0,4.0,4.0
2130,Permian - Midland,COG OPERATING LLC,TX,ANDREWS,11/22/2021,H,MABEE DDA F21 4104LH,NorAm 21,OIL,SPRABERRY,TREND AREA,"12,000 ft",2021-11-15,42-003-48367,32.2270382 / -102.2691108,1500,2021-04-26,42,3,1422.0,708.0,5.0,5.0
2131,Permian - Midland,DIAMONDBACK E&P LLC,TX,ANDREWS,11/22/2021,H,UL CUCKOO BEE 5-19 J 4LS,AKITA 803,OIL,SPRABERRY,TREND AREA,"10,050 ft",2021-11-17,42-003-48402,32.4235019 / -102.2492104,1800,2021-07-02,42,3,1423.0,709.0,6.0,6.0
2132,Permian - Midland,DIAMONDBACK E&P LLC,TX,ANDREWS,11/22/2021,H,UL CARNIOLAN 7-49 J 4MS,Independence 306,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-11-10,42-003-48406,32.4052606 / -102.2756676,1500,2021-07-02,42,3,1424.0,710.0,7.0,7.0
2133,Permian - Midland,"FASKEN OIL AND RANCH, LTD.",TX,ANDREWS,11/22/2021,V,FEE 'AR' SWD 3,Sendero 16,INJECTION,SPRABERRY,TREND AREA,"15,200 ft",2021-11-19,42-003-48475,32.3659694 / -102.3176909,1000,2021-10-08,42,3,1425.0,711.0,8.0,8.0
2134,Permian - Midland,"FASKEN OIL AND RANCH, LTD.",TX,ANDREWS,11/22/2021,H,FEE 'BM' 1611WA,H&P 659,OIL & GAS,SPRABERRY,TREND AREA,"10,100 ft",2021-11-16,42-003-48416,32.1270218 / -102.2458726,1500,2021-07-12,42,3,1426.0,712.0,9.0,9.0
2135,Permian - Midland,"PIEDRA OPERATING, LLC",TX,ANDREWS,11/22/2021,H,UNIVERSITY 5-39 WEST B MS 9H,LASSO 103,OIL & GAS,SPRABERRY,TREND AREA,"9,300 ft",2021-11-08,42-003-48387,32.425225 / -102.3374282,1500,2021-04-26,42,3,1427.0,713.0,10.0,10.0
2136,Permian - Midland,"PIEDRA OPERATING, LLC",TX,ANDREWS,11/22/2021,H,UNIVERSITY 8-4D S H 4LS,Burton 10,OIL & GAS,SPRABERRY,TREND AREA,"10,800 ft",2021-11-10,42-003-48463,32.4013 / -102.3385, ,2021-09-15,42,3,1428.0,714.0,11.0,11.0
2137,Permian - Midland,"PIEDRA OPERATING, LLC",TX,ANDREWS,11/22/2021,H,UNIVERSITY 8-9 LS 6H,LASSO 102,OIL & GAS,SPRABERRY,TREND AREA,"9,600 ft",2021-11-18,42-003-48428,32.3937145 / -102.35018, ,2021-08-04,42,3,1429.0,715.0,12.0,12.0
2138,Haynesville,AETHON ENERGY OPERATING LLC,TX,ANGELINA,11/22/2021,H,GASOSAURUS GAS UNIT 2H,Scan Legacy,GAS,CARTHAGE,HAYNESVILLE SHALE,"16,500 ft",2021-11-04,42-005-30466,31.3862497 / -94.6273202,2000,2021-10-21,42,5,1430.0,716.0,13.0,13.0
2139,Haynesville,AETHON ENERGY OPERATING LLC,TX,ANGELINA,11/22/2021,H,DENALI GAS UNIT 2HB,Precision 584,GAS,CARTHAGE,HAYNESVILLE SHALE,"16,500 ft",2021-10-26,42-005-30461,31.2861868 / -94.5010668,1500,2021-02-22,42,5,1431.0,717.0,14.0,14.0
2140,Haynesville,AETHON ENERGY OPERATING LLC,TX,ANGELINA,11/22/2021,H,RAINIER GAS UNIT 3H,Precision 579,GAS,CARTHAGE,HAYNESVILLE SHALE,"17,200 ft",2021-07-26,42-005-30462,31.3147543 / -94.5570933,1500,2021-04-21,42,5,1432.0,718.0,15.0,15.0
2141,DJ Basin,CRESTONE PEAK RESOURCES OPERATING LLC,CO,ARAPAHOE,11/22/2021,H,ARKANSAS 4-64 3-2 1AH,Ensign 140,OIL,DJ HORIZONTAL NIOBRARA,NIOBRARA,"18,430 ft",2021-11-10,05-005-07360,39.7298516 / -104.5444151,1500,2021-09-15,5,5,1433.0,719.0,16.0,16.0
2142,Northeast,SNYDER BROS INC,PA,ARMSTRONG,11/22/2021,H,CLEPPER 1H,Precision 539,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"18,218 ft",2021-11-14,37-005-31388,40.7407225 / -79.6204586,1200,2021-05-03,37,5,1434.0,720.0,17.0,17.0
2143,Sedgwick,"BRISCOE PETROLEUM, LLC",KS,BARBER,11/22/2021,V,HARBAUGH HEIRS 1,Duke 7,OIL,RHODES,ARBUCKLE,"5,200 ft",2021-11-12,15-007-24395,37.1737804 / -98.5955526,450,2021-10-19,15,7,1435.0,721.0,18.0,18.0
2144,Sedgwick,"GRIFFIN, CHARLES N.",KS,BARBER,11/22/2021,V,ALEXA #1,Murfin 104,OIL,MOFFETT WEST,"CHEROKEE, SIMPSON, VIOLA","4,900 ft",2021-11-17,15-007-24396,37.4523219 / -98.9760189,550,2021-10-25,15,7,1436.0,722.0,19.0,19.0
2145,Sedgwick,BLACK DAHLIA OIL & GAS CO.,KS,BARTON,11/22/2021,V,BORTZ-1 SBS 32-1,Southwind 1,OIL,UNNAMED,ARBUCKLE,"3,450 ft",2021-11-18,15-009-26319,38.5313336 / -98.5683606,400,2021-11-09,15,9,1437.0,723.0,20.0,20.0
2146,Sedgwick,"JASON OIL COMPANY, LLC",KS,BARTON,11/22/2021,V,WIRTH 8,Discovery 2,OIL,KRAFT-PRUSA,ARBUCKLE,"3,400 ft",2021-11-18,15-009-26305,38.6730494 / -98.569747,475,2021-06-08,15,9,1438.0,724.0,21.0,21.0
2147,Gulf Coast,"LAFAYETTE OILFIELD CONTRACTORS, INC.",LA,BEAUREGARD,11/22/2021,D,F RB SUA;RICHARD COOLEY 002-ALT,Energy 10,OIL,COWARDS GULLY,F,"4,900 ft",2021-11-07,17-011-21282,30.4649004 / -93.4931311,750,2021-09-20,17,11,1439.0,725.0,22.0,22.0
2148,North Slope,CONOCOPHILLIPS ALASKA INC,AK,BEECHEY POINT,11/22/2021,V,KUPARUK RIV UNIT 3F-02L1,Nabors CDR3,OIL,KUPARUK RIVER,KUPARUK RIVER OIL, ,2021-11-19,50-029-21447,70.3718978 / -149.9325119,650,2021-11-01,50,29,1440.0,726.0,23.0,23.0
2149,Northeast,"ASCENT RESOURCES UTICA, LLC",OH,BELMONT,11/22/2021,,BLAYNEY SE WHL BL 6H,Patterson 578,UNKNOWN, , , ,2021-11-15,34-013-21504,40.1156998 / -80.9923248,1200, ,34,13,1441.0,727.0,24.0,24.0
2150,Northeast,"GULFPORT APPALACHIA, LLC",OH,BELMONT,11/22/2021,,CHARLOTTE 211404 1A,Patterson 296,UNKNOWN, , , ,2021-09-28,34-013-21496,39.9339066 / -80.9230499,1500, ,34,13,1442.0,728.0,25.0,25.0
2151,Haynesville,AETHON ENERGY OPERATING L,LA,BIENVILLE,11/22/2021,H,HA RA SUT;J SALTER 19-18 HC 001-ALT,Precision 609,GAS,WOODARDVILLE,HAYNESVILLE,"18,476 ft",2021-11-06,17-013-22251,32.2809 / -93.3326829,1500,2021-09-28,17,13,1443.0,729.0,26.0,26.0
2152,Haynesville,AETHON ENERGY OPERATING L,LA,BIENVILLE,11/22/2021,H,HA RA SUFF;GEP 13-24-25 HC 002-ALT,Precision 556,GAS,WOODARDVILLE,HAYNESVILLE SHALE,"23,070 ft",2021-11-10,17-013-22244,32.2954032 / -93.3443027,1800,2021-08-11,17,13,1444.0,730.0,27.0,27.0
2153,Haynesville,AETHON ENERGY OPERATING L,LA,BIENVILLE,11/22/2021,H,HA RA SUO;DSK 3-10 HC 003-ALT,Precision 614,GAS,ALABAMA BEND,HAYNESVILLE,"22,485 ft",2021-10-22,17-013-22238,32.3214494 / -93.3842281,1500,2021-05-25,17,13,1445.0,731.0,28.0,28.0
2154,Haynesville,AETHON ENERGY OPERATING L,LA,BIENVILLE,11/22/2021,H,HA RA SUT;M SANDERS 4 H 001-ALT,Pinnergy 6,GAS,ALABAMA BEND,HAYNESVILLE,"17,457 ft",2021-11-17,17-013-22246,32.3077245 / -93.3002418,750,2021-08-26,17,13,1446.0,732.0,29.0,29.0
2155,Haynesville,BPX OPERATING COMPANY,LA,BIENVILLE,11/22/2021,H,HA RA SUR;J P HOLLEY 8-17 HC 001-ALT,H&P 445,GAS,ALABAMA BEND,HAYNESVILLE,"21,724 ft",2021-11-11,17-013-22250,32.3076233 / -93.4193668,1500,2021-09-16,17,13,1447.0,733.0,30.0,30.0
2156,Anadarko,CONTINENTAL RESOURCES INC,OK,BLAINE,11/22/2021,H,TRES C FIU 2-35-2XHM,Patterson 293,OIL & GAS, ,MISSISSIPPIAN,"22,139 ft",2021-11-11,35-011-24278,35.7389808 / -98.5504938,1500,2021-09-30,35,11,1448.0,734.0,31.0,31.0
2157,Anadarko,CONTINENTAL RESOURCES INC,OK,BLAINE,11/22/2021,H,TRES C FEDERAL 3-35-2XHM,H&P 544,OIL & GAS, ,MISSISSIPPIAN,"22,134 ft",2021-11-04,35-011-24279,35.738929 / -98.559959,1500,2021-09-30,35,11,1449.0,735.0,32.0,32.0
2158,Anadarko,CONTINENTAL RESOURCES INC,OK,BLAINE,11/22/2021,H,RANDOLPH 4-34-27XHM,H&P 529,OIL & GAS, ,MISSISSIPPIAN,"22,254 ft",2021-10-27,35-011-24230,35.7263976 / -98.568676,1500,2021-09-21,35,11,1450.0,736.0,33.0,33.0
2159,Anadarko,CONTINENTAL RESOURCES INC,OK,BLAINE,11/22/2021,H,LORENE 2-8-5XHM,Nabors 890,OIL & GAS, ,"MISSISSIPPI SOLID, MISSISSIPPIAN (LESS CHESTER)","22,672 ft",2021-11-16,35-011-24281,35.6964362 / -98.50165,1500,2021-11-01,35,11,1451.0,737.0,34.0,34.0
2160,Anadarko,CONTINENTAL RESOURCES INC,OK,BLAINE,11/22/2021,H,RANDOLPH 3-34-27XHM,Patterson 596,OIL & GAS, ,MISSISSIPPIAN,"20,009 ft",2021-11-12,35-011-24280,35.7260761 / -98.5775407,1500,2021-09-30,35,11,1452.0,738.0,35.0,35.0
2161,Anadarko,STAGHORN PETROLEUM II LLC,OK,BLAINE,11/22/2021,H,LASSEN 17-13-05 1H,Kenai 44,OIL & GAS, ,MISSISSIPPIAN,"16,245 ft",2021-09-29,35-011-24276,35.9873538 / -98.6094162,1000,2021-09-08,35,11,1453.0,739.0,36.0,36.0
2162,Permian - Midland,CALLON PETROLEUM OPERATING CO,TX,BORDEN,11/22/2021,H,CHAPARRAL UNIT A4 6AH,Cactus 162,OIL & GAS,SPRABERRY,TREND AREA,"8,900 ft",2021-11-05,42-033-32558,32.5267088 / -101.686213,1500,2021-09-20,42,33,1454.0,740.0,37.0,37.0
2163,Permian - Midland,"SURGE OPERATING, LLC",TX,BORDEN,11/22/2021,H,ERLKING UNIT B 21-09 6AH,Latshaw 20,OIL & GAS,SPRABERRY,TREND AREA,"8,500 ft",2021-11-16,42-033-32564,32.5341141 / -101.5225769,1500,2021-10-21,42,33,1455.0,741.0,38.0,38.0
2164,Haynesville,AETHON ENERGY OPERATING L,LA,BOSSIER,11/22/2021,H,HA RA SU85;CLAY 21-16 HC 003-ALT,Precision 576,GAS,SLIGO,HAYNESVILLE,"21,225 ft",2021-11-15,17-015-25231,32.4400729 / -93.5045908,1500,2021-09-10,17,15,1456.0,742.0,39.0,39.0
2165,Haynesville,AETHON ENERGY OPERATING L,LA,BOSSIER,11/22/2021,H,HA RA SU85;CLAY 21-16 HC 004-ALT,Precision 565,GAS,SLIGO,HAYNESVILLE,"21,223 ft",2021-11-14,17-015-25232,32.4390435 / -93.4971286,1500,2021-09-10,17,15,1457.0,743.0,40.0,40.0
2166,Haynesville,"EMPRESA OPERATING, LLC",LA,BOSSIER,11/22/2021,H,VUA;RIVERS 18-12 H 001,Big E 2,GAS,BENTON,COTTON VALLEY,"16,500 ft",2021-10-22,17-015-25226,32.7250357 / -93.6368014,1500,2021-07-23,17,15,1458.0,744.0,41.0,41.0
2167,Haynesville,ENSIGHT IV ENERGY MANAGEM,LA,BOSSIER,11/22/2021,H,HA RA SU144;SNYDER 31H 003-ALT,Basin 103,GAS,ELM GROVE,HAYNESVILLE,"16,290 ft",2021-11-17,17-015-25236,32.3366681 / -93.5432307,2000,2021-10-04,17,15,1459.0,745.0,42.0,42.0
2168,Northeast,CHESAPEAKE APPALACHIA LLC,PA,BRADFORD,11/22/2021,H,FINAN 1HC,Patterson 582,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"19,822 ft",2021-11-19,37-015-23651,41.5683355 / -76.3479197,1500,2021-10-09,37,15,1460.0,746.0,43.0,43.0
2169,Northeast,CHESAPEAKE APPALACHIA LLC,PA,BRADFORD,11/22/2021,H,BRINK 1H,Nabors X25,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"13,633 ft",2021-11-21,37-015-23697,41.7530894 / -76.2515974,1500,2021-09-09,37,15,1461.0,747.0,44.0,44.0
2170,Northeast,CHESAPEAKE APPALACHIA LLC,PA,BRADFORD,11/22/2021,H,LINSKI 24HC,Patterson 572,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"21,270 ft",2021-11-03,37-015-23692,41.666858 / -76.1490887,1200,2021-06-30,37,15,1462.0,748.0,45.0,45.0
