,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0,Unnamed: 0.1
1238,Permian - Delaware,"EOG RESOURCES, INC.",TX,REEVES,11/22/2021,H,STATE EINHORN UNIT 711H,H&P 249,OIL & GAS,PHANTOM,WOLFCAMP,"14,000 ft",2021-11-11,42-389-39556,31.4862984 / -103.7189325,1500,2021-09-01,42,389,535.0,535.0
1239,Permian - Delaware,"FORGE ENERGY OPERATING, LLC",TX,REEVES,11/22/2021,H,VERANCIA 50-26-27 UNIT 2 WA 21H,H&P 462,OIL & GAS,WOLFBONE,TREND AREA,"12,000 ft",2021-11-04,42-389-39612,31.2426912 / -103.2890013,1500,2021-09-10,42,389,536.0,536.0
1240,Permian - Delaware,"PDC PERMIAN, INC.",TX,REEVES,11/22/2021,H,ARGENTINE STATE 7170 18U A 18H,H&P 629,OIL & GAS,PHANTOM,WOLFCAMP,"13,000 ft",2021-11-18,42-389-38918,31.4320035 / -103.554894,1500,2020-02-03,42,389,537.0,537.0
1241,Permian - Delaware,"PRI OPERATING, LLC",TX,REEVES,11/22/2021,H,GIRAFFE UNIT 18C34 34H,Precision 593,OIL & GAS,SANDBAR,BONE SPRING,"11,000 ft",2021-11-05,42-389-39524,31.2206277 / -103.172878,1500,2021-08-06,42,389,538.0,538.0
1242,Permian - Delaware,"PRI OPERATING, LLC",TX,REEVES,11/22/2021,H,MEERKAT STATE UNIT 17W64 64H,Precision 551,OIL & GAS,SANDBAR,BONE SPRING,"10,500 ft",2021-10-23,42-389-39599,31.2914062 / -103.185048,1800,2021-09-10,42,389,539.0,539.0
1243,Permian - Delaware,PRIMEXX OPERATING CORPORATION,TX,REEVES,11/22/2021,H,CAMPBELL UNIT 9-8W 3H,NorAm 26,OIL & GAS,WOLFBONE,TREND AREA,"13,000 ft",2021-10-24,42-389-39436,31.2152246 / -103.6163186,1800,2021-05-19,42,389,540.0,540.0
1244,Permian - Delaware,PRIMEXX OPERATING CORPORATION,TX,REEVES,11/22/2021,H,THE GREAT MILENKO UNIT 15-16 11H,Citadel 6,OIL & GAS,"HOEFS T-K,WOLFBONE","TREND AREA, WOLFCAMP","13,000 ft",2021-11-01,42-389-39609,31.2064256 / -103.6100828, ,2021-09-09,42,389,541.0,541.0
1245,Permian - Delaware,"RIO OIL AND GAS (PERMIAN) II,LLC",TX,REEVES,11/22/2021,H,HARRISON STATE UNIT 12-24-16 1H,Ensign 775,OIL & GAS,SANDBAR,BONE SPRING,"23,000 ft",2021-11-09,42-389-39654,31.6390127 / -103.7549304,1500,2021-10-27,42,389,542.0,542.0
1246,Permian - Delaware,TALL CITY OPERATIONS III LLC,TX,REEVES,11/22/2021,H,BRUNELLA 181-182 UNIT W2 20H,H&P 653,OIL & GAS,"HOEFS T-K,WOLFBONE","TREND AREA, WOLFCAMP","16,000 ft",2021-11-16,42-389-39618,31.0874861 / -103.5990468,1500,2021-09-17,42,389,543.0,543.0
1247,Permian - Delaware,TALL CITY OPERATIONS III LLC,TX,REEVES,11/22/2021,H,CONGER UNIT 185-184 B 3H,H&P 644,OIL,HOEFS T-K,WOLFCAMP,"16,000 ft",2021-11-18,42-389-39613,31.155583 / -103.5766297,1500,2021-09-14,42,389,544.0,544.0
1248,Permian - Delaware,"TRIGO OIL AND GAS, LLC",TX,REEVES,11/22/2021,H,EFG STATE 57-T2-42 2H,Frontier 20,OIL & GAS,PHANTOM,WOLFCAMP,"14,000 ft",2021-11-07,42-389-39517,31.7951962 / -104.008397,2000,2021-08-03,42,389,545.0,545.0
1249,Permian - Delaware,"UPCURVE ENERGY, LLC",TX,REEVES,11/22/2021,H,WINKLER-HOWE STATE 34 5H,Precision 592,OIL & GAS,PHANTOM,WOLFCAMP,"10,342 ft",2021-10-26,42-389-39650,31.2839406 / -103.6885392,1800,2021-10-15,42,389,546.0,546.0
1250,Permian - Delaware,WATERBRIDGE TEXAS OPERATING LLC,TX,REEVES,11/22/2021,V,REGULUS SWD 1,Savanna 635,INJECTION,FARWELL,BRUSHY CANYON,"6,500 ft",2021-11-11,42-389-39461,31.3234994 / -103.6787348,850,2021-06-14,42,389,547.0,547.0
1251,Gulf Coast,"T-C OIL COMPANY, LLC",TX,REFUGIO,11/22/2021,D,O'CONNOR-H-CLAY PAST-STATE UNIT 38,Coastal 16,OIL & GAS,"ANAQUA,WILDCAT", ,"6,500 ft",2021-11-20,42-391-33246,28.5402639 / -97.0529519,850,2021-10-21,42,391,548.0,548.0
1252,Gulf Coast,"T-C OIL COMPANY, LLC",TX,REFUGIO,11/22/2021,V,WLP 91,Price 1,OIL & GAS,LAKE PASTURE,H-434,"5,000 ft",2021-11-10,42-391-33244,28.4494804 / -97.0839833,400,2021-10-08,42,391,549.0,549.0
1253,Piceance,CAERUS PICEANCE LLC,CO,RIO BLANCO,11/22/2021,D,ELU J14 FED 13B-14-496,H&P 330,GAS,GRAND VALLEY,WILLIAMS FORK,"12,266 ft",2021-11-12,05-103-12384,39.7006987 / -108.1364284,1500,2021-01-13,5,103,550.0,550.0
1254,Anadarko,MEWBOURNE OIL COMPANY,TX,ROBERTS,11/22/2021,H,LORENE 144 C001NC,Patterson 589,OIL & GAS,"LIPSCOMB, S.E.",CLEVELAND,"8,154 ft",2021-11-12,42-393-32744,36.0260181 / -100.5512146,1500,2021-09-13,42,393,551.0,551.0
1255,Eagleford,"COMSTOCK OIL & GAS, LLC",TX,ROBERTSON,11/22/2021,H,CIRCLE M ALLOC 1H,Nabors X07,GAS,BALD PRAIRIE,CV CONSOLIDATED,"17,000 ft",2021-11-15,42-395-32063,31.1063275 / -96.3922212,1500,2021-10-21,42,395,552.0,552.0
1256,Bakken,"KRAKEN OPERATING, LLC",MT,ROOSEVELT,11/22/2021,H,GEORGE 10-3-34 #3H,Nabors B22,OIL,WILDCAT ROOSEVELT,MIDDLE BAKKEN,"22,062 ft",2021-11-19,25-085-22011,48.0982197 / -104.340234,1500,2021-10-14,25,85,553.0,553.0
1257,Sedgwick,"L. D. DRILLING, INC.",KS,RUSH,11/22/2021,V,BANNISTER 1-22,LD Drilling 1,OIL,BANNISTER,MISSISSIPPI OSAGE,"4,450 ft",2021-11-13,15-165-22176,38.3896935 / -99.5210375,1000,2021-08-10,15,165,554.0,554.0
1258,Haynesville,"GEP HAYNESVILLE II, LLC",LA,SABINE,11/22/2021,H,INDIGO MIN 22-15 HC 001,H&P 260,GAS,PLEASANT HILL,NON- UNIITZED HAYNESVILLE,"23,200 ft",2021-11-16,17-085-22597,31.829948 / -93.5803456,1500,2021-10-12,17,85,555.0,555.0
1259,Haynesville,INDIGO MINERALS LLC,LA,SABINE,11/22/2021,H,LBK 22&27&34-10-11 HC 003,Independence 322,GAS,GROGAN,NON UNITIZED HAYNESVILLE N, ,2021-10-09,17-085-22592,31.8316688 / -93.4831708,1500,2021-05-13,17,85,556.0,556.0
1260,Haynesville,INDIGO MINERALS LLC,LA,SABINE,11/22/2021,H,BDWY 22&15-10-11 HC 002,Independence 303,GAS,GROGAN,NON UNITIZED HAYNESVILLE J,"25,000 ft",2021-11-05,17-085-22588,31.8308391 / -93.4841092,1500,2021-05-04,17,85,557.0,557.0
1261,Haynesville,AETHON ENERGY OPERATING LLC,TX,SAN AUGUSTINE,11/22/2021,H,BSI HOKIES DU 4HB,Precision 577,GAS,CARTHAGE,HAYNESVILLE SHALE,"14,600 ft",2021-10-18,42-405-30740,31.3981178 / -94.2395742,1500,2021-09-07,42,405,558.0,558.0
1262,Haynesville,AETHON ENERGY OPERATING LLC,TX,SAN AUGUSTINE,11/22/2021,H,POLO 2HB,Precision 554,GAS,CARTHAGE,HAYNESVILLE SHALE,"14,000 ft",2021-11-18,42-405-30733,31.5742063 / -94.0864539,1800,2021-07-23,42,405,559.0,559.0
1263,San Juan,"DJR OPERATING, LLC",NM,SAN JUAN,11/22/2021,H,NAGEEZI UNIT 633H,H&P 443,OIL,NAGEEZI UNIT,MANCOS (OIL),"11,582 ft",2021-11-18,30-045-38245,36.2740768 / -107.7872558,1500,2020-12-04,30,45,560.0,560.0
1264,San Juan,"ENDURING RESOURCES, LLC",NM,SAN JUAN,11/22/2021,H,W LYBROOK UNIT 756H,Ensign 773,OIL,LYBROOK MANCOS W,LYBROOK MANCOS W,"15,769 ft",2021-11-09,30-045-38262,36.2123451 / -107.7563396,1500,2020-03-06,30,45,561.0,561.0
1265,San Juan,"TACITUS, LLC",NM,SAN JUAN,11/22/2021,V,NAVAJO TRIBAL N 1A,Aztec 1099,OIL,WC,DEVONIAN,"7,183 ft",2021-11-16,30-045-38233,36.4830919 / -108.788502,1100,2021-10-08,30,45,562.0,562.0
1266,Permian - Midland,KINDER MORGAN PRODUCTION CO LLC,TX,SCURRY,11/22/2021,V,SACROC UNIT 210-9A,AKITA 521,OIL,KELLY-SNYDER, ,"7,800 ft",2021-11-21,42-415-35616,32.741189 / -100.9764361,1500,2021-10-13,42,415,563.0,563.0
1267,Permian - Midland,"THREE SPAN OIL & GAS, INC.",TX,SCURRY,11/22/2021,H,THUNDER VALLEY 234 UNIT 1H,LASSO 101,OIL & GAS,"GARDEN CITY, S.",WOLFCAMP,"8,000 ft",2021-11-01,42-415-35501,32.5536374 / -100.7279149, ,2019-11-06,42,415,564.0,564.0
1268,Barnett,"MOMENTUM OPERATING CO., INC.",TX,SHACKELFORD,11/22/2021,V,MUSSELMAN CADDO UNIT 256,Blue Delta 8,OIL & GAS,MUSSELMAN,CADDO,"4,999 ft",2021-11-10,42-417-39736,32.6898778 / -99.1556612, ,2021-10-14,42,417,565.0,565.0
1269,,EQT,,SOMERSET,11/22/2021,,STATE GAME LANDS 592207,Fountain Quail 8,UNKNOWN, , , ,2021-11-21, ,39.9724503 / -79.0282898,760, ,0,0,566.0,566.0
1270,Gulf Coast,"WHITNEY OIL & GAS, LLC",LA,SOUTH PASS OFFSHORE,11/22/2021,D,SL 1008 138,Coastal 21,OIL,SOUTH PASS BLOCK 24,U8,"11,918 ft",2021-11-05,17-721-20548,29.0484416 / -89.3048954,3000,2021-08-20,17,721,567.0,567.0
1271,Sedgwick,"DIXON OPERATING COMPANY, LLC",KS,STAFFORD,11/22/2021,V,POUND 3-3,Murfin 20,OIL,MIKES METEOR,VIOLA,"3,900 ft",2021-11-17,15-185-24097,38.0801366 / -98.6205334,550,2021-10-29,15,185,568.0,568.0
1272,Sedgwick,EDISON OPERATING COMPANY LLC,KS,STAFFORD,11/22/2021,V,SEWING 1-35,Pickrell 10,OIL,UNNAMED,VIOLA,"4,250 ft",2021-11-08,15-185-24094,37.9253619 / -98.7248074,340,2021-10-14,15,185,569.0,569.0
1273,Gulf Coast,SAGE GEOSYSTEMS LLC,TX,STARR,11/22/2021,V,JFB HEARD ESTATE 1,Nabors X19,UNKNOWN,WILDCAT,WILDCAT,"19,300 ft",2021-11-16,42-427-34190,26.5766466 / -98.5675764,1500,2021-06-14,42,427,570.0,570.0
1274,Anadarko,CAMINO NATURAL RESOURCES LLC,OK,STEPHENS,11/22/2021,H,HONDO 0104 22-27-1MXH,Cactus 145,OIL & GAS, ,"CANEY, SYCAMORE, WOODFORD","15,415 ft",2021-10-21,35-137-27635,34.5237637 / -97.5206995,1500,2021-10-20,35,137,571.0,571.0
1275,Anadarko,CHEYENNE PETROLEUM COMPANY,OK,STEPHENS,11/22/2021,H,SKEET 17-20 S4H,H&P 432,OIL & GAS, ,MISSISSIPPIAN,"19,500 ft",2021-10-12,35-137-27634,34.4770469 / -97.637449,1500,2021-09-27,35,137,572.0,572.0
1276,Green River,JONAH ENERGY LLC,WY,SUBLETTE,11/22/2021,D,STUD HORSE BUTTE 45-12,Ensign 157,GAS,JONAH,LANCE,"13,782 ft",2021-11-10,49-035-31177,42.4962462 / -109.668427,1500,2019-12-26,49,35,573.0,573.0
1277,Green River,JONAH ENERGY LLC,WY,SUBLETTE,11/22/2021,V,RAIN 312-05-500H,Ensign 147,GAS,JONAH,LANCE,"10,550 ft",2021-11-10,49-035-31193,42.5094904 / -109.7323986, ,2020-09-30,49,35,574.0,574.0
1278,Northeast,CHESAPEAKE APPALACHIA LLC,PA,SULLIVAN,11/22/2021,H,MANNING 101H,Patterson 583,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"18,708 ft",2021-11-14,37-113-20438,41.5336333 / -76.3303486,1500,2021-08-24,37,113,575.0,575.0
1279,Northeast,CABOT OIL & GAS CORP,PA,SUSQUEHANNA,11/22/2021,H,DOBROSIELSKI S 007,Nabors X13,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"15,802 ft",2021-11-14,37-115-22873,41.6896201 / -75.9881884,1500,2021-07-13,37,115,576.0,576.0
1280,Northeast,CABOT OIL & GAS CORP,PA,SUSQUEHANNA,11/22/2021,H,GEIGER K 008,Nabors X36,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"14,546 ft",2021-11-15,37-115-22890,41.8017359 / -75.8447584,1500,2021-08-30,37,115,577.0,577.0
1281,Northeast,CHIEF OIL & GAS LLC,PA,SUSQUEHANNA,11/22/2021,H,TAYLOR B 2HX,Precision 569,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"22,444 ft",2021-11-17,37-115-22870,41.6931733 / -75.7573075,1500,2021-07-29,37,115,578.0,578.0
1282,Barnett,"TEP BARNETT USA, LLC",TX,TARRANT,11/22/2021,H,DIAMOND LYNCH MIPA 3H,Ensign T129,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-11-18,42-439-37198,32.8131919 / -97.2505478,1500,2020-08-04,42,439,579.0,579.0
1283,Barnett,"TEP BARNETT USA, LLC",TX,TARRANT,11/22/2021,H,VALLEY TRIANGLE CC 1H,Ensign T130,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-11-17,42-439-37217,32.7178586 / -97.4502234,1500,2021-05-07,42,439,580.0,580.0
1284,Permian - Midland,"SOCORRO EXPLORATION, INC.",TX,TERRY,11/22/2021,V,"THOMPSON, D. L. 3WI",Norton 7,INJECTION,"TOKIO, SOUTH",LEONARD,"8,170 ft",2021-11-16,42-445-32466,33.1307613 / -102.5507805,900,2021-06-10,42,445,581.0,581.0
1285,DJ Basin,"ARCADIAN RESOURCES, LLC",KS,THOMAS,11/22/2021,V,LIAM 3,White Knight 1,OIL,UNNAMED,MARMATON,"4,800 ft",2021-11-11,15-193-21098,39.3382731 / -100.9222816,500,2021-11-08,15,193,582.0,582.0
1286,Northeast,FORTUNA ENERGY INC,PA,TIOGA,11/22/2021,H,DCNR 587 (02-003-10) 10H,Precision 572,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"18,692 ft",2021-11-04,37-117-22101,41.7031755 / -76.9475574,1500,2021-06-01,37,117,583.0,583.0
1287,Northeast,"REPSOL OIL & GAS USA, LLC",PA,TIOGA,11/22/2021,H,JOHNSON (02-135-01) K 1H,H&P 611,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"17,980 ft",2021-11-18,37-117-22124,41.6514659 / -77.0647089,1500,2021-08-17,37,117,584.0,584.0
1288,Northeast,SENECA RESOURCES COMPANY LLC,PA,TIOGA,11/22/2021,H,CRUTTENDEN 846 34HU 53607,Patterson 801,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"23,281 ft",2021-11-07,37-117-22129,41.8641244 / -77.3123674,1500,2021-08-27,37,117,585.0,585.0
1289,Sedgwick,GORE OIL COMPANY,KS,TREGO,11/22/2021,V,ARLETA 1-27,Murfin 16,OIL,UNNAMED,"ARBUCKLE, LANSING","4,100 ft",2021-11-08,15-195-23128,39.0669108 / -99.6473478,450,2021-10-18,15,195,586.0,586.0
1290,Northeast,ANTERO RESOURCES CORPORATION,WV,TYLER,11/22/2021,H,PARR UNIT 1H  ,H&P 317,UNKNOWN, , , ,2021-11-16,47-095-02746,39.5178086 / -80.8290244,1500,2021-07-29,47,95,587.0,587.0
1291,Austin Chalk,"FORZA OPERATING, LLC",TX,TYLER,11/22/2021,V,EAST BEECH BP 1,Energy 1,OIL & GAS,"FISHER,WILDCAT",WILCOX,"10,500 ft",2021-11-11,42-457-30906,30.5299735 / -94.1714655,750,2021-09-23,42,457,588.0,588.0
1292,Austin Chalk,"NAVIDAD OPERATING COMPANY, LLC",TX,TYLER,11/22/2021,H,NAVIDAD-MERRITT 1H,Big E 5,OIL & GAS,BROOKELAND,AUSTIN CHALK,"14,000 ft",2021-09-18,42-457-30904,30.7763423 / -94.2989558,1500,2021-07-26,42,457,589.0,589.0
1293,Uintah,"CH4-FINLEY OPERATING, LLC",UT,UINTAH,11/22/2021,D,BAR F 06-10-5-3E,Aztec 507,OIL,NATURAL BUTTES,WASATCH,"6,069 ft",2021-11-20,43-047-56915,40.0774009 / -109.7004604,475,2021-09-22,43,47,590.0,590.0
1294,Uintah,"CH4-FINLEY OPERATING, LLC",UT,UINTAH,11/22/2021,D,UTE TRIBAL 12-01-5-2E,Aztec 920,OIL,UNDESIGNATED,WASATCH,"6,799 ft",2021-11-15,43-047-56671,40.0721493 / -109.7101906,1000,2020-11-16,43,47,591.0,591.0
1295,Uintah,"MIDDLE FORK ENERGY UINTA, LLC",UT,UINTAH,11/22/2021,D,LIL DIPPER 15B8-15-722,Cyclone 34,GAS,RED WASH,MANCOS,"13,672 ft",2021-11-09,43-047-56746,40.2085037 / -109.4182202,2000,2020-12-31,43,47,592.0,592.0
1296,Uintah,"MIDDLE FORK ENERGY UINTA, LLC",UT,UINTAH,11/22/2021,D,CETUS 9D1-21-722,Cyclone 41,GAS,RED WASH,MANCOS,"13,291 ft",2021-11-13,43-047-56628,40.1922876 / -109.434451, ,2020-10-29,43,47,593.0,593.0
1297,Uintah,"OVINTIV PRODUCTION, INC.",UT,UINTAH,11/22/2021,,UTE TRIBAL UT 14-8 4-1-18-19-1HR,H&P 522,UNKNOWN, , , ,2021-11-16,43-047-56954,40.1434021 / -109.9081726,1500, ,43,47,594.0,594.0
1298,Haynesville,"PETRO-CHEM OPERATING COMPANY, INC.",AR,UNION,11/22/2021,,J R MURPHY 1,Sewell 2,UNKNOWN, , , ,2021-11-16,03-139-13614,33.0592613 / -92.8159103,900, ,3,139,595.0,595.0
1299,Permian - Midland,"CHI OPERATING, INC.",TX,UPTON,11/22/2021,V,XTO KING 1,Blue Line 6,OIL & GAS,"CROSSETT, N,CROSSETT, N.,CROSSETT, NORTH,WILDCAT","CL. FK., CL. FK. UPPER, CLEAR FORK, UP","4,200 ft",2021-11-13,42-461-41571,31.2133022 / -102.2979148,500,2020-09-03,42,461,596.0,596.0
1300,Permian - Midland,COG OPERATING LLC,TX,UPTON,11/22/2021,H,VIRGIL POWELL B1 4807LH,Ensign T124,OIL & GAS,PEGASUS,CONSOLIDATED,"12,000 ft",2021-11-13,42-461-41620,31.5905455 / -102.1512842,1500,2020-11-23,42,461,597.0,597.0
1301,Permian - Midland,COG OPERATING LLC,TX,UPTON,11/22/2021,H,FRASER TXL B6 4912LH,Latshaw 44,OIL & GAS,PEGASUS,CONSOLIDATED,"12,000 ft",2021-11-06,42-461-41623,31.5924843 / -102.144479,1500,2020-12-04,42,461,598.0,598.0
1302,Permian - Midland,"EARTHSTONE OPERATING, LLC",TX,UPTON,11/22/2021,H,NICKEL SALOON C 4C,Unit 410,OIL & GAS,SPRABERRY,TREND AREA,"9,850 ft",2021-11-07,42-461-41856,31.3474876 / -101.825893,1500,2021-07-01,42,461,599.0,599.0
1303,Permian - Midland,"EARTHSTONE OPERATING, LLC",TX,UPTON,11/22/2021,H,BENEDUM 3-6 A 2C,Unit 412,OIL & GAS,SPRABERRY,TREND AREA,"9,704 ft",2021-11-02,42-461-41894,31.3189522 / -101.7933519,1500,2021-08-30,42,461,600.0,600.0
1304,Permian - Midland,HENRY RESOURCES LLC,TX,UPTON,11/22/2021,H,SADIE 07-08 B 21BL,NorAm 30,OIL,SPRABERRY,TREND AREA,"8,450 ft",2021-11-07,42-461-41922,31.188096 / -101.9533488,1900,2021-10-13,42,461,601.0,601.0
1305,Permian - Midland,HENRY RESOURCES LLC,TX,UPTON,11/22/2021,H,WYNN UNIT 03-53 E 23BL,Precision 626,OIL,SPRABERRY,TREND AREA) R 40 EXC,"10,000 ft",2021-11-13,42-461-41633,31.2027376 / -101.9196799, ,2020-12-22,42,461,602.0,602.0
1306,Permian - Midland,OVINTIV USA INC.,TX,UPTON,11/22/2021,H,NEAL 34X 14HE,Ensign 766,OIL & GAS,SPRABERRY,TREND AREA,"10,300 ft",2021-11-13,42-461-41770,31.545664 / -102.0457219,1500,2021-04-09,42,461,603.0,603.0
1307,Permian - Midland,OVINTIV USA INC.,TX,UPTON,11/22/2021,H,NEAL 34E 3HL,H&P 540,OIL & GAS,SPRABERRY,TREND AREA,"10,300 ft",2021-11-11,42-461-41758,31.5427663 / -102.0513754,1500,2021-04-09,42,461,604.0,604.0
1308,Permian - Midland,OVINTIV USA INC.,TX,UPTON,11/22/2021,H,NEAL 34G 10HD,H&P 551,OIL & GAS,SPRABERRY,TREND AREA,"10,300 ft",2021-11-11,42-461-41766,31.5432057 / -102.0497487, ,2021-04-12,42,461,605.0,605.0
1309,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,UPTON,11/22/2021,H,JRS FARMS 22-27-L 12H,H&P 650,OIL & GAS,SPRABERRY,TREND AREA,"10,840 ft",2021-11-11,42-461-41877,31.6030419 / -101.9629312,1500,2021-08-25,42,461,606.0,606.0
1310,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,UPTON,11/22/2021,H,MIDKIFF 12-13E-F 6H,H&P 645,OIL & GAS,SPRABERRY,TREND AREA,"10,960 ft",2021-11-09,42-461-41734,31.6388014 / -101.9351328,1500,2021-04-13,42,461,607.0,607.0
1311,Permian - Midland,SUMMIT PETROLEUM LLC,TX,UPTON,11/22/2021,H,ALETHA 6 12MS,Precision 567,OIL & GAS,SPRABERRY,TREND AREA,"8,800 ft",2021-11-02,42-461-41821,31.4835692 / -102.1517478,1500,2021-06-16,42,461,608.0,608.0
1312,Permian - Midland,SUMMIT PETROLEUM LLC,TX,UPTON,11/22/2021,H,LILA 44 88WA,Precision 619,OIL & GAS,SPRABERRY,TREND AREA,"9,400 ft",2021-11-08,42-461-41866,31.3927666 / -101.9961377,1500,2021-07-22,42,461,609.0,609.0
1313,Permian - Midland,TRP OPERATING LLC,TX,UPTON,11/22/2021,H,HANS GRUBER H 1026HL,Ensign T54,OIL & GAS,SPRABERRY,TREND AREA,"9,192 ft",2021-11-12,42-461-41907,31.3235291 / -101.9297172,1500,2021-10-21,42,461,610.0,610.0
1314,Gulf Coast,DUNN EXPLORATION COMPANY,LA,VERMILION,11/22/2021,D,THE GIFT LLC 012,D&D 14,OIL,KAPLAN,SECOND DUHON SAND,"13,500 ft",2021-11-10,17-113-22556,30.0002176 / -92.3017579,750,2021-10-01,17,113,611.0,611.0
1315,Gulf Coast,"ACOCK/ANAQUA OPERATING CO., LP",TX,VICTORIA,11/22/2021,V,ZORILLA-MALONE 5,Price 2,OIL & GAS,"PALO ALTO,PALO ALTO, N.,PALO ALTO, W.","-D- SAND, -D- SAND LOWER, -E-, -F- SD., FRIO","7,200 ft",2021-11-18,42-469-34462,28.7492916 / -96.8122151,550,2021-07-22,42,469,612.0,612.0
1316,Gulf Coast,"ALLEGIANT RESOURCES, LLC",TX,VICTORIA,11/22/2021,H,ROOS 1H,Precision 522,OIL,PLACEDO,PLACEDO,"4,800 ft",2021-11-17,42-469-34388,28.6733746 / -96.8219264,1200,2021-11-12,42,469,613.0,613.0
1317,Offshore,"TALOS PETROLEUM, LLC",GOM,VIOSCA KNOLL,11/22/2021,,OCS-G 06898 A33 ST 1,H&P 100,UNKNOWN, , , ,2021-08-17,60-816-40414,28.9730587 / -88.6259232,3000, ,60,816,614.0,614.0
1318,Offshore,CHEVRON U.S.A. INC.,GOM,WALKER RIDGE,11/22/2021,U,G16942 A008,Nabors MODS 400,UNKNOWN,BIG FOOT, , ,2021-08-26,60-812-40068,26.9329382 / -90.5203201,4600,2021-08-26,60,812,615.0,615.0
1319,Offshore,"CHEVRON U.S.A., INC.",GOM,WALKER RIDGE,11/22/2021,,OCS-G 20394 PS009 BP 4,TO Deepwater Conqueror,UNKNOWN, , , ,2021-08-16,60-812-40128,26.1647816 / -91.435791,10500, ,60,812,616.0,616.0
1320,Offshore,"EQUINOR GULF OF MEXICO, LLC",GOM,WALKER RIDGE,11/22/2021,,OCS-G 36084 001,West Vela,UNKNOWN, , , ,2021-11-15,60-812-40130,26.6632214 / -91.5572281,9000, ,60,812,617.0,617.0
1321,Permian - Delaware,"ADVANCE ENERGY PARTNERS, LLC",TX,WARD,11/22/2021,H,AEP 226-34 UNIT 2H,Ensign 762,OIL & GAS,PHANTOM,WOLFCAMP,"12,000 ft",2021-11-09,42-475-38263,31.5495156 / -103.4123701,1500,2021-09-29,42,475,618.0,618.0
1322,Permian - Delaware,"ADVANCE ENERGY PARTNERS, LLC",TX,WARD,11/22/2021,H,PLATINUM 218-34A 1H,H&P 642,OIL & GAS,PHANTOM,WOLFCAMP,"10,885 ft",2021-11-09,42-475-38272,31.557638 / -103.3929048,1500,2021-11-03,42,475,619.0,619.0
1323,Permian - Delaware,CALLON PETROLEUM OPERATING CO,TX,WARD,11/22/2021,H,ARENA A5 10UA,Cactus 168,OIL & GAS,PHANTOM,WOLFCAMP,"11,650 ft",2021-11-17,42-475-38249,31.4903622 / -103.2327748,1800,2021-08-27,42,475,620.0,620.0
1324,Permian - Delaware,CALLON PETROLEUM OPERATING CO,TX,WARD,11/22/2021,H,DRAINAGE A2 13UA,Cactus 172,OIL & GAS,PHANTOM,WOLFCAMP,"12,000 ft",2021-11-08,42-475-38215,31.49648 / -103.2391208,1800,2021-06-22,42,475,621.0,621.0
1325,,"COLGATE OPERATING, LLC",,WARD,11/22/2021,,PALMER 52 STATE 222H,H&P 652,UNKNOWN, , , ,2021-11-19, ,31.5066147 / -103.4745255,1500, ,0,0,622.0,622.0
1326,Permian - Delaware,LUXE OPERATING LLC,TX,WARD,11/22/2021,H,ALYSE 51 UNIT 2H,Nabors M7502,OIL & GAS,PHANTOM,WOLFCAMP,"12,000 ft",2021-11-12,42-475-37868,31.5056855 / -103.469854,1150,2019-03-22,42,475,623.0,623.0
1327,Permian - Delaware,OASIS PETROLEUM PERMIAN LLC,TX,WARD,11/22/2021,H,UL JEFF EAST C 17-27-5 WA 3H,Unit 407,OIL & GAS,PHANTOM,WOLFCAMP,"12,500 ft",2021-11-12,42-475-38137,31.6031685 / -103.2090378,1500, ,42,475,624.0,624.0
1328,Permian - Delaware,"POINT ENERGY PARTNERS PETRO, LLC",TX,WARD,11/22/2021,H,UL DINO JUICE 18-40-45 WB 1H,Precision 582,OIL & GAS,"PHANTOM,SANDBAR","BONE SPRING, WOLFCAMP","12,100 ft",2021-10-22,42-475-38203,31.6083578 / -103.3416583, ,2021-06-02,42,475,625.0,625.0
1329,Permian - Delaware,"POINT ENERGY PARTNERS PETRO, LLC",TX,WARD,11/22/2021,H,UL DINO JUICE 18-40-45 WC1 5H,Nabors M7504,OIL & GAS,PHANTOM,WOLFCAMP,"13,000 ft",2021-08-22,42-475-38240,31.6079472 / -103.3428556,1150,2021-07-23,42,475,626.0,626.0
1330,Permian - Delaware,"POINT ENERGY PARTNERS PETRO, LLC",TX,WARD,11/22/2021,H,JIM ED PEP 11H,Precision 550,OIL & GAS,SANDBAR,BONE SPRING,"10,000 ft",2021-11-09,42-475-38260,31.427493 / -103.220253,1800,2021-09-20,42,475,627.0,627.0
